base_name_en;rank;condition_en;item_en;stack;percentage
Rathian;HR;Cortabolsas;Rubí de Rathian;1;1.0
Rathian;HR;Manto de bandido ;Escama bonita;1;70.0
Rathian;HR;Manto de bandido ;Escama lustrosa;1;30.0
Rathian;HR;Investigación (Bronce);Coraza de Rathian;1;27.0
Rathian;HR;Investigación (Bronce);Escama de Rathian+;1;21.0
Rathian;HR;Investigación (Bronce);Vesícula infernal;1;18.0
Rathian;HR;Investigación (Bronce);Garra de Rath;2;12.0
Rathian;HR;Investigación (Bronce);Hueso afilado;2;10.0
Rathian;HR;Investigación (Bronce);Membrana de Rathian;2;9.0
Rathian;HR;Investigación (Bronce);Placa de Rathian;1;3.0
Rathian;HR;Investigación (Plata);Púa de Rathian+;1;22.0
Rathian;HR;Investigación (Plata);Coraza de Rathian;2;18.0
Rathian;HR;Investigación (Plata);Escama de Rathian+;2;16.0
Rathian;HR;Investigación (Plata);Membrana de Rathian;2;14.0
Rathian;HR;Investigación (Plata);Vesícula infernal;2;14.0
Rathian;HR;Investigación (Plata);Placa de Rathian;1;10.0
Rathian;HR;Investigación (Plata);Rubí de Rathian;1;6.0
Rathian;HR;Investigación (Oro);Púa de Rathian+;1;22.0
Rathian;HR;Investigación (Oro);Coraza de Rathian;2;17.0
Rathian;HR;Investigación (Oro);Escama de Rathian+;2;14.0
Rathian;HR;Investigación (Oro);Rubí de Rathian;1;13.0
Rathian;HR;Investigación (Oro);Membrana de Rathian;3;12.0
Rathian;HR;Investigación (Oro);Vesícula infernal;2;12.0
Rathian;HR;Investigación (Oro);Placa de Rathian;1;10.0
Rathian;HR;Investigación (Morado);Joya misteriosa;1;55.0
Rathian;HR;Investigación (Morado);Joya brillante;1;25.0
Rathian;HR;Investigación (Morado);Joya gastada;1;15.0
Rathian;HR;Investigación (Morado);Joya deforme;1;5.0
Rathian;MR;Quitar;Esquirla de Rathian;1;100.0
Rathian;MR;Cotado / Captura;Esquirla de Rathian;1;34.0
Rathian;MR;Cotado / Captura;Córtex de Rathian;1;24.0
Rathian;MR;Cotado / Captura;Tejido de Rathian;1;20.0
Rathian;MR;Cotado / Captura;Aguja de Rathian;1;16.0
Rathian;MR;Cotado / Captura;Rubí de Rathian;1;5.0
Rathian;MR;Cotado / Captura;Manto de Rathian;1;1.0
Rathian;MR;Romper: Cabeza;Córtex de Rathian;1;67.0
Rathian;MR;Romper: Cabeza;Esquirla de Rathian;1;27.0
Rathian;MR;Romper: Cabeza;Rubí de Rathian;1;5.0
Rathian;MR;Romper: Cabeza;Manto de Rathian;1;1.0
Rathian;MR;Romper: Alas;Garra de Rath+;1;65.0
Rathian;MR;Romper: Alas;Tejido de Rathian;1;35.0
Rathian;MR;Romper: Espalda;Córtex de Rathian;1;69.0
Rathian;MR;Romper: Espalda;Aguja de Rathian;1;30.0
Rathian;MR;Romper: Espalda;Manto de Rathian;1;1.0
Rathian;MR;Destello brillante;Esquirla de Rathian;1;50.0
Rathian;MR;Destello brillante;Córtex de Rathian;1;28.0
Rathian;MR;Destello brillante;Lágrima de wyvern G;1;22.0
Rathian;MR;Cortado: cola;Aguja de Rathian;1;70.0
Rathian;MR;Cortado: cola;Esquirla de Rathian;1;21.0
Rathian;MR;Cortado: cola;Rubí de Rathian;1;7.0
Rathian;MR;Cortado: cola;Manto de Rathian;1;2.0
Rathian;MR;Camarada;Esquirla de Rathian;1;50.0
Rathian;MR;Camarada;Córtex de Rathian;1;28.0
Rathian;MR;Camarada;Lágrima de wyvern G;1;22.0
Rathian;MR;Cortabolsas;Esquirla de Rathian;1;44.0
Rathian;MR;Cortabolsas;Córtex de Rathian;1;34.0
Rathian;MR;Cortabolsas;Garra de Rath+;1;21.0
Rathian;MR;Cortabolsas;Manto de Rathian;1;1.0
Rathian;MR;Manto de bandido ;Escama lustrosa;1;100.0
Rathian;MR;Investigación (Bronce);Córtex de Rathian;1;29.0
Rathian;MR;Investigación (Bronce);Esquirla de Rathian;1;23.0
Rathian;MR;Investigación (Bronce);Vesícula explosiva;1;21.0
Rathian;MR;Investigación (Bronce);Garra de Rath+;1;14.0
Rathian;MR;Investigación (Bronce);Tejido de Rathian;1;10.0
Rathian;MR;Investigación (Bronce);Rubí de Rathian;1;3.0
Rathian;MR;Investigación (Plata);Aguja de Rathian;1;22.0
Rathian;MR;Investigación (Plata);Córtex de Rathian;2;18.0
Rathian;MR;Investigación (Plata);Esquirla de Rathian;2;16.0
Rathian;MR;Investigación (Plata);Tejido de Rathian;1;14.0
Rathian;MR;Investigación (Plata);Vesícula explosiva;2;14.0
Rathian;MR;Investigación (Plata);Rubí de Rathian;1;10.0
Rathian;MR;Investigación (Plata);Manto de Rathian;1;6.0
Rathian;MR;Investigación (Oro);Aguja de Rathian;1;22.0
Rathian;MR;Investigación (Oro);Córtex de Rathian;3;17.0
Rathian;MR;Investigación (Oro);Esquirla de Rathian;3;14.0
Rathian;MR;Investigación (Oro);Manto de Rathian;1;13.0
Rathian;MR;Investigación (Oro);Tejido de Rathian;2;12.0
Rathian;MR;Investigación (Oro);Vesícula explosiva;2;12.0
Rathian;MR;Investigación (Oro);Rubí de Rathian;1;10.0
Rathian;MR;Investigación (Morado);Joya ancestral;1;70.0
Rathian;MR;Investigación (Morado);Joya tallada;1;30.0
Rathian;MR;Tierras del destino (Bajo);Hueso de dracovena feroz;1;63.0
Rathian;MR;Tierras del destino (Bajo);Escama de reina;1;37.0
Rathian;MR;Tierras del destino (Medio);Escama de reina;1;63.0
Rathian;MR;Tierras del destino (Medio);Hueso de dracovena feroz;1;37.0
Rathian;MR;Tierras del destino (Alto);Escama de reina;1;100.0
Rathian;MR;Tierras del destino (Curtido);Escama verde curtida;1;54.0
Rathian;MR;Tierras del destino (Curtido);Trafagohueso vena espiritual;1;25.0
Rathian;MR;Tierras del destino (Curtido);Esquirla de gema vena espiritual;1;21.0
Tzitzi-Ya-Ku;LR;Quitar;Escama de Tzitzi-Ya-Ku;1;100.0
Tzitzi-Ya-Ku;LR;Cotado / Captura;Escama de Tzitzi-Ya-Ku;1;36.0
Tzitzi-Ya-Ku;LR;Cotado / Captura;Piel de Tzitzi-Ya-Ku;1;28.0
Tzitzi-Ya-Ku;LR;Cotado / Captura;Fotóforo de Tzitzi-Ya-Ku;1;21.0
Tzitzi-Ya-Ku;LR;Cotado / Captura;Garra de Tzitzi-Ya-Ku;1;15.0
Tzitzi-Ya-Ku;LR;Romper: Cabeza;Fotóforo de Tzitzi-Ya-Ku;1;100.0
Tzitzi-Ya-Ku;LR;Destello brillante;Escama de Tzitzi-Ya-Ku;1;50.0
Tzitzi-Ya-Ku;LR;Destello brillante;Garra de Tzitzi-Ya-Ku;1;28.0
Tzitzi-Ya-Ku;LR;Destello brillante;Lágrima de wyvern;1;22.0
Tzitzi-Ya-Ku;LR;Camarada;Escama de Tzitzi-Ya-Ku;1;50.0
Tzitzi-Ya-Ku;LR;Camarada;Garra de Tzitzi-Ya-Ku;1;28.0
Tzitzi-Ya-Ku;LR;Camarada;Lágrima de wyvern;1;22.0
Tzitzi-Ya-Ku;LR;Cortabolsas;Escama de Tzitzi-Ya-Ku;1;43.0
Tzitzi-Ya-Ku;LR;Cortabolsas;Piel de Tzitzi-Ya-Ku;1;35.0
Tzitzi-Ya-Ku;LR;Cortabolsas;Garra de Tzitzi-Ya-Ku;1;22.0
Tzitzi-Ya-Ku;LR;Manto de bandido ;Escama grande;1;100.0
Tzitzi-Ya-Ku;LR;Investigación (Bronce);Piel de Tzitzi-Ya-Ku;1;27.0
Tzitzi-Ya-Ku;LR;Investigación (Bronce);Escama de Tzitzi-Ya-Ku;1;21.0
Tzitzi-Ya-Ku;LR;Investigación (Bronce);Hueso monstruo grande;1;16.0
Tzitzi-Ya-Ku;LR;Investigación (Bronce);Garra de Tzitzi-Ya-Ku;1;15.0
Tzitzi-Ya-Ku;LR;Investigación (Bronce);Extracto de poder;1;12.0
Tzitzi-Ya-Ku;LR;Investigación (Bronce);Fotóforo de Tzitzi-Ya-Ku;1;9.0
Tzitzi-Ya-Ku;LR;Investigación (Plata);Garra de Tzitzi-Ya-Ku;1;32.0
Tzitzi-Ya-Ku;LR;Investigación (Plata);Fotóforo de Tzitzi-Ya-Ku;1;25.0
Tzitzi-Ya-Ku;LR;Investigación (Plata);Piel de Tzitzi-Ya-Ku;2;18.0
Tzitzi-Ya-Ku;LR;Investigación (Plata);Extracto de poder;2;14.0
Tzitzi-Ya-Ku;LR;Investigación (Plata);Escama de Tzitzi-Ya-Ku;2;11.0
Tzitzi-Ya-Ku;LR;Investigación (Oro);Garra de Tzitzi-Ya-Ku;1;36.0
Tzitzi-Ya-Ku;LR;Investigación (Oro);Fotóforo de Tzitzi-Ya-Ku;1;30.0
Tzitzi-Ya-Ku;LR;Investigación (Oro);Piel de Tzitzi-Ya-Ku;3;14.0
Tzitzi-Ya-Ku;LR;Investigación (Oro);Extracto de poder;3;12.0
Tzitzi-Ya-Ku;LR;Investigación (Oro);Escama de Tzitzi-Ya-Ku;3;8.0
Tzitzi-Ya-Ku;HR;Quitar;Escama de Tzitzi-Ya-Ku+;1;100.0
Tzitzi-Ya-Ku;HR;Cotado / Captura;Escama de Tzitzi-Ya-Ku+;1;35.0
Tzitzi-Ya-Ku;HR;Cotado / Captura;Piel de Tzitzi-Ya-Ku+;1;27.0
Tzitzi-Ya-Ku;HR;Cotado / Captura;Fotóforo de Tzitzi-Ya-Ku+;1;20.0
Tzitzi-Ya-Ku;HR;Cotado / Captura;Garra de Tzitzi-Ya-Ku+;1;14.0
Tzitzi-Ya-Ku;HR;Cotado / Captura;Gema wyvern pájaro;1;4.0
Tzitzi-Ya-Ku;HR;Romper: Cabeza;Fotóforo de Tzitzi-Ya-Ku+;1;100.0
Tzitzi-Ya-Ku;HR;Destello brillante;Escama de Tzitzi-Ya-Ku+;1;50.0
Tzitzi-Ya-Ku;HR;Destello brillante;Garra de Tzitzi-Ya-Ku+;1;28.0
Tzitzi-Ya-Ku;HR;Destello brillante;Lágrima de wyvern;1;22.0
Tzitzi-Ya-Ku;HR;Camarada;Escama de Tzitzi-Ya-Ku+;1;50.0
Tzitzi-Ya-Ku;HR;Camarada;Garra de Tzitzi-Ya-Ku+;1;28.0
Tzitzi-Ya-Ku;HR;Camarada;Lágrima de wyvern;1;22.0
Tzitzi-Ya-Ku;HR;Cortabolsas;Escama de Tzitzi-Ya-Ku+;1;43.0
Tzitzi-Ya-Ku;HR;Cortabolsas;Piel de Tzitzi-Ya-Ku+;1;35.0
Tzitzi-Ya-Ku;HR;Cortabolsas;Garra de Tzitzi-Ya-Ku+;1;20.0
Tzitzi-Ya-Ku;HR;Cortabolsas;Gema wyvern pájaro;1;2.0
Tzitzi-Ya-Ku;HR;Manto de bandido ;Escama grande;1;70.0
Tzitzi-Ya-Ku;HR;Manto de bandido ;Escama bonita;1;30.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Piel de Tzitzi-Ya-Ku+;1;26.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Escama de Tzitzi-Ya-Ku+;1;20.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Hueso de monstruo+;1;16.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Garra de Tzitzi-Ya-Ku+;1;14.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Extracto de poder;2;12.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Fotóforo de Tzitzi-Ya-Ku+;1;9.0
Tzitzi-Ya-Ku;HR;Investigación (Bronce);Gema wyvern pájaro;1;3.0
Tzitzi-Ya-Ku;HR;Investigación (Plata);Garra de Tzitzi-Ya-Ku+;1;32.0
Tzitzi-Ya-Ku;HR;Investigación (Plata);Fotóforo de Tzitzi-Ya-Ku+;1;23.0
Tzitzi-Ya-Ku;HR;Investigación (Plata);Piel de Tzitzi-Ya-Ku+;2;14.0
Tzitzi-Ya-Ku;HR;Investigación (Plata);Extracto de poder;2;12.0
Tzitzi-Ya-Ku;HR;Investigación (Plata);Escama de Tzitzi-Ya-Ku+;2;11.0
Tzitzi-Ya-Ku;HR;Investigación (Plata);Gema wyvern pájaro;1;8.0
Tzitzi-Ya-Ku;HR;Investigación (Oro);Garra de Tzitzi-Ya-Ku+;1;30.0
Tzitzi-Ya-Ku;HR;Investigación (Oro);Fotóforo de Tzitzi-Ya-Ku+;1;24.0
Tzitzi-Ya-Ku;HR;Investigación (Oro);Gema wyvern pájaro;1;16.0
Tzitzi-Ya-Ku;HR;Investigación (Oro);Piel de Tzitzi-Ya-Ku+;3;12.0
Tzitzi-Ya-Ku;HR;Investigación (Oro);Extracto de poder;3;10.0
Tzitzi-Ya-Ku;HR;Investigación (Oro);Escama de Tzitzi-Ya-Ku+;3;8.0
Tzitzi-Ya-Ku;MR;Quitar;Esquirla de Tzitzi-Ya-Ku;1;100.0
Tzitzi-Ya-Ku;MR;Cotado / Captura;Esquirla de Tzitzi-Ya-Ku;1;35.0
Tzitzi-Ya-Ku;MR;Cotado / Captura;Piel gruesa de Tzitzi-Ya-Ku;1;27.0
Tzitzi-Ya-Ku;MR;Cotado / Captura;Fotomembrana de Tzitzi-Ya-Ku;1;20.0
Tzitzi-Ya-Ku;MR;Cotado / Captura;Garra dura de Tzitzi-Ya-Ku;1;14.0
Tzitzi-Ya-Ku;MR;Cotado / Captura;Gema mística de wyvern;1;4.0
Tzitzi-Ya-Ku;MR;Romper: Cabeza;Fotomembrana de Tzitzi-Ya-Ku;1;100.0
Tzitzi-Ya-Ku;MR;Destello brillante;Esquirla de Tzitzi-Ya-Ku;1;50.0
Tzitzi-Ya-Ku;MR;Destello brillante;Garra dura de Tzitzi-Ya-Ku;1;28.0
Tzitzi-Ya-Ku;MR;Destello brillante;Lágrima de wyvern G;1;22.0
Tzitzi-Ya-Ku;MR;Camarada;Esquirla de Tzitzi-Ya-Ku;1;50.0
Tzitzi-Ya-Ku;MR;Camarada;Garra dura de Tzitzi-Ya-Ku;1;28.0
Tzitzi-Ya-Ku;MR;Camarada;Lágrima de wyvern G;1;22.0
Tzitzi-Ya-Ku;MR;Cortabolsas;Esquirla de Tzitzi-Ya-Ku;1;43.0
Tzitzi-Ya-Ku;MR;Cortabolsas;Piel gruesa de Tzitzi-Ya-Ku;1;35.0
Tzitzi-Ya-Ku;MR;Cortabolsas;Garra dura de Tzitzi-Ya-Ku;1;20.0
Tzitzi-Ya-Ku;MR;Cortabolsas;Gema mística de wyvern;1;2.0
Tzitzi-Ya-Ku;MR;Manto de bandido ;Escama bonita;1;70.0
Tzitzi-Ya-Ku;MR;Manto de bandido ;Escama lustrosa;1;30.0
Tzitzi-Ya-Ku;MR;Investigación (Bronce);Piel gruesa de Tzitzi-Ya-Ku;1;30.0
Tzitzi-Ya-Ku;MR;Investigación (Bronce);Esquirla de Tzitzi-Ya-Ku;1;23.0
Tzitzi-Ya-Ku;MR;Investigación (Bronce);Extracto de poder;2;18.0
Tzitzi-Ya-Ku;MR;Investigación (Bronce);Garra dura de Tzitzi-Ya-Ku;1;16.0
Tzitzi-Ya-Ku;MR;Investigación (Bronce);Fotomembrana de Tzitzi-Ya-Ku;1;10.0
Tzitzi-Ya-Ku;MR;Investigación (Bronce);Gema mística de wyvern;1;3.0
Tzitzi-Ya-Ku;MR;Investigación (Plata);Garra dura de Tzitzi-Ya-Ku;1;32.0
Tzitzi-Ya-Ku;MR;Investigación (Plata);Fotomembrana de Tzitzi-Ya-Ku;1;23.0
Tzitzi-Ya-Ku;MR;Investigación (Plata);Piel gruesa de Tzitzi-Ya-Ku;2;14.0
Tzitzi-Ya-Ku;MR;Investigación (Plata);Extracto de poder;3;12.0
Tzitzi-Ya-Ku;MR;Investigación (Plata);Esquirla de Tzitzi-Ya-Ku;2;11.0
Tzitzi-Ya-Ku;MR;Investigación (Plata);Gema mística de wyvern;1;8.0
Tzitzi-Ya-Ku;MR;Investigación (Oro);Garra dura de Tzitzi-Ya-Ku;1;30.0
Tzitzi-Ya-Ku;MR;Investigación (Oro);Fotomembrana de Tzitzi-Ya-Ku;1;24.0
Tzitzi-Ya-Ku;MR;Investigación (Oro);Gema mística de wyvern;1;16.0
Tzitzi-Ya-Ku;MR;Investigación (Oro);Piel gruesa de Tzitzi-Ya-Ku;3;12.0
Tzitzi-Ya-Ku;MR;Investigación (Oro);Extracto de poder;5;10.0
Tzitzi-Ya-Ku;MR;Investigación (Oro);Esquirla de Tzitzi-Ya-Ku;3;8.0
Tzitzi-Ya-Ku;MR;Tierras del destino (Bajo);Hueso de dracovena feroz;1;63.0
Tzitzi-Ya-Ku;MR;Tierras del destino (Bajo);Fotóforo cegador;1;37.0
Tzitzi-Ya-Ku;MR;Tierras del destino (Medio);Fotóforo cegador;1;63.0
Tzitzi-Ya-Ku;MR;Tierras del destino (Medio);Hueso de dracovena feroz;1;37.0
Tzitzi-Ya-Ku;MR;Tierras del destino (Alto);Fotóforo cegador;1;100.0
Tzitzi-Ya-Ku;MR;Tierras del destino (Curtido);Fotóforo cegador;1;100.0
Paolumu;LR;Quitar;Escama de Paolumu;1;100.0
Paolumu;LR;Cotado / Captura;Escama de Paolumu;1;36.0
Paolumu;LR;Cotado / Captura;Piel de Paolumu;1;28.0
Paolumu;LR;Cotado / Captura;Membrana de Paolumu;1;21.0
Paolumu;LR;Cotado / Captura;Caparazón de Paolumu;1;15.0
Paolumu;LR;Romper: Bolsa del cuello;Piel de Paolumu;1;100.0
Paolumu;LR;Romper: Alas;Membrana de Paolumu;1;100.0
Paolumu;LR;Romper: Espalda;Piel de Paolumu;1;100.0
Paolumu;LR;Romper: Cola;Caparazón de Paolumu;1;100.0
Paolumu;LR;Destello brillante;Escama de Paolumu;1;50.0
Paolumu;LR;Destello brillante;Caparazón de Paolumu;1;28.0
Paolumu;LR;Destello brillante;Lágrima de wyvern;1;22.0
Paolumu;LR;Camarada;Escama de Paolumu;1;50.0
Paolumu;LR;Camarada;Caparazón de Paolumu;1;28.0
Paolumu;LR;Camarada;Lágrima de wyvern;1;22.0
Paolumu;LR;Cortabolsas;Escama de Paolumu;1;43.0
Paolumu;LR;Cortabolsas;Piel de Paolumu;1;35.0
Paolumu;LR;Cortabolsas;Caparazón de Paolumu;1;22.0
Paolumu;LR;Manto de bandido ;Escama grande;1;100.0
Paolumu;LR;Investigación (Bronce);Piel de Paolumu;1;27.0
Paolumu;LR;Investigación (Bronce);Escama de Paolumu;1;21.0
Paolumu;LR;Investigación (Bronce);Hueso monstruo grande;1;16.0
Paolumu;LR;Investigación (Bronce);Caparazón de Paolumu;1;15.0
Paolumu;LR;Investigación (Bronce);Extracto nutritivo;1;12.0
Paolumu;LR;Investigación (Bronce);Membrana de Paolumu;1;9.0
Paolumu;LR;Investigación (Plata);Caparazón de Paolumu;1;32.0
Paolumu;LR;Investigación (Plata);Membrana de Paolumu;1;25.0
Paolumu;LR;Investigación (Plata);Piel de Paolumu;2;18.0
Paolumu;LR;Investigación (Plata);Extracto nutritivo;2;14.0
Paolumu;LR;Investigación (Plata);Escama de Paolumu;2;11.0
Paolumu;LR;Investigación (Oro);Caparazón de Paolumu;1;36.0
Paolumu;LR;Investigación (Oro);Membrana de Paolumu;1;30.0
Paolumu;LR;Investigación (Oro);Piel de Paolumu;3;14.0
Paolumu;LR;Investigación (Oro);Extracto nutritivo;3;12.0
Paolumu;LR;Investigación (Oro);Escama de Paolumu;3;8.0
Paolumu;HR;Quitar;Escama de Paolumu+;1;100.0
Paolumu;HR;Cotado / Captura;Escama de Paolumu+;1;34.0
Paolumu;HR;Cotado / Captura;Piel de Paolumu+;1;28.0
Paolumu;HR;Cotado / Captura;Ala de Paolumu;1;21.0
Paolumu;HR;Cotado / Captura;Coraza de Paolumu+;1;15.0
Paolumu;HR;Cotado / Captura;Gema de wyvern;1;2.0
Paolumu;HR;Romper: Bolsa del cuello;Piel de Paolumu+;1;100.0
Paolumu;HR;Romper: Alas;Ala de Paolumu;1;100.0
Paolumu;HR;Romper: Espalda;Piel de Paolumu+;1;100.0
Paolumu;HR;Romper: Cola;Coraza de Paolumu+;1;100.0
Paolumu;HR;Destello brillante;Escama de Paolumu+;1;50.0
Paolumu;HR;Destello brillante;Coraza de Paolumu+;1;28.0
Paolumu;HR;Destello brillante;Lágrima de wyvern;1;22.0
Paolumu;HR;Camarada;Escama de Paolumu+;1;50.0
Paolumu;HR;Camarada;Coraza de Paolumu+;1;28.0
Paolumu;HR;Camarada;Lágrima de wyvern;1;22.0
Paolumu;HR;Cortabolsas;Piel de Paolumu+;1;43.0
Paolumu;HR;Cortabolsas;Escama de Paolumu+;1;35.0
Paolumu;HR;Cortabolsas;Coraza de Paolumu+;1;20.0
Paolumu;HR;Cortabolsas;Gema de wyvern;1;2.0
Paolumu;HR;Manto de bandido ;Escama grande;1;70.0
Paolumu;HR;Manto de bandido ;Escama bonita;1;30.0
Paolumu;HR;Investigación (Bronce);Piel de Paolumu+;1;26.0
Paolumu;HR;Investigación (Bronce);Escama de Paolumu+;1;20.0
Paolumu;HR;Investigación (Bronce);Hueso afilado;1;16.0
Paolumu;HR;Investigación (Bronce);Coraza de Paolumu+;1;14.0
Paolumu;HR;Investigación (Bronce);Extracto nutritivo;2;14.0
Paolumu;HR;Investigación (Bronce);Ala de Paolumu;2;9.0
Paolumu;HR;Investigación (Bronce);Gema de wyvern;1;1.0
Paolumu;HR;Investigación (Plata);Coraza de Paolumu+;1;32.0
Paolumu;HR;Investigación (Plata);Ala de Paolumu;1;23.0
Paolumu;HR;Investigación (Plata);Piel de Paolumu+;2;14.0
Paolumu;HR;Investigación (Plata);Extracto nutritivo;2;12.0
Paolumu;HR;Investigación (Plata);Escama de Paolumu+;2;11.0
Paolumu;HR;Investigación (Plata);Gema de wyvern;1;8.0
Paolumu;HR;Investigación (Oro);Coraza de Paolumu+;1;30.0
Paolumu;HR;Investigación (Oro);Ala de Paolumu;1;24.0
Paolumu;HR;Investigación (Oro);Gema de wyvern;1;16.0
Paolumu;HR;Investigación (Oro);Piel de Paolumu+;3;12.0
Paolumu;HR;Investigación (Oro);Extracto nutritivo;3;10.0
Paolumu;HR;Investigación (Oro);Escama de Paolumu+;3;8.0
Paolumu;HR;Investigación (Morado);Joya misteriosa;1;55.0
Paolumu;HR;Investigación (Morado);Joya brillante;1;25.0
Paolumu;HR;Investigación (Morado);Joya gastada;1;15.0
Paolumu;HR;Investigación (Morado);Joya deforme;1;5.0
Paolumu;MR;Quitar;Esquirla de Paolumu;1;100.0
Paolumu;MR;Cotado / Captura;Esquirla de Paolumu;1;32.0
Paolumu;MR;Cotado / Captura;Pelaje de Paolumu;1;26.0
Paolumu;MR;Cotado / Captura;Aladura de Paolumu;1;20.0
Paolumu;MR;Cotado / Captura;Córtex de Paolumu;1;15.0
Paolumu;MR;Cotado / Captura;Gema de wyvern;1;5.0
Paolumu;MR;Cotado / Captura;Gran gema de wyvern;1;2.0
Paolumu;MR;Romper: Bolsa del cuello;Pelaje de Paolumu;1;100.0
Paolumu;MR;Romper: Alas;Aladura de Paolumu;1;100.0
Paolumu;MR;Romper: Espalda;Pelaje de Paolumu;1;100.0
Paolumu;MR;Romper: Cola;Córtex de Paolumu;1;100.0
Paolumu;MR;Destello brillante;Esquirla de Paolumu;1;50.0
Paolumu;MR;Destello brillante;Córtex de Paolumu;1;28.0
Paolumu;MR;Destello brillante;Lágrima de wyvern G;1;22.0
Paolumu;MR;Camarada;Esquirla de Paolumu;1;50.0
Paolumu;MR;Camarada;Córtex de Paolumu;1;28.0
Paolumu;MR;Camarada;Lágrima de wyvern G;1;22.0
Paolumu;MR;Cortabolsas;Pelaje de Paolumu;1;43.0
Paolumu;MR;Cortabolsas;Esquirla de Paolumu;1;35.0
Paolumu;MR;Cortabolsas;Córtex de Paolumu;1;20.0
Paolumu;MR;Cortabolsas;Gran gema de wyvern;1;2.0
Paolumu;MR;Manto de bandido ;Escama lustrosa;1;100.0
Paolumu;MR;Investigación (Bronce);Pelaje de Paolumu;1;32.0
Paolumu;MR;Investigación (Bronce);Esquirla de Paolumu;1;21.0
Paolumu;MR;Investigación (Bronce);Extracto nutritivo;3;18.0
Paolumu;MR;Investigación (Bronce);Córtex de Paolumu;1;16.0
Paolumu;MR;Investigación (Bronce);Aladura de Paolumu;2;11.0
Paolumu;MR;Investigación (Bronce);Gran gema de wyvern;1;2.0
Paolumu;MR;Investigación (Plata);Córtex de Paolumu;1;32.0
Paolumu;MR;Investigación (Plata);Aladura de Paolumu;1;23.0
Paolumu;MR;Investigación (Plata);Pelaje de Paolumu;2;14.0
Paolumu;MR;Investigación (Plata);Extracto nutritivo;3;12.0
Paolumu;MR;Investigación (Plata);Esquirla de Paolumu;2;11.0
Paolumu;MR;Investigación (Plata);Gran gema de wyvern;1;8.0
Paolumu;MR;Investigación (Oro);Córtex de Paolumu;1;30.0
Paolumu;MR;Investigación (Oro);Aladura de Paolumu;1;24.0
Paolumu;MR;Investigación (Oro);Gran gema de wyvern;1;16.0
Paolumu;MR;Investigación (Oro);Pelaje de Paolumu;3;12.0
Paolumu;MR;Investigación (Oro);Extracto nutritivo;5;10.0
Paolumu;MR;Investigación (Oro);Esquirla de Paolumu;3;8.0
Paolumu;MR;Investigación (Morado);Joya ancestral;1;70.0
Paolumu;MR;Investigación (Morado);Joya tallada;1;30.0
Paolumu;MR;Tierras del destino (Bajo);Hueso de dracovena feroz;1;63.0
Paolumu;MR;Tierras del destino (Bajo);Caparazón de goma;1;37.0
Paolumu;MR;Tierras del destino (Medio);Caparazón de goma;1;63.0
Paolumu;MR;Tierras del destino (Medio);Hueso de dracovena feroz;1;37.0
Paolumu;MR;Tierras del destino (Alto);Caparazón de goma;1;100.0
Paolumu;MR;Tierras del destino (Curtido);Caparazón de goma curtido;1;54.0
Paolumu;MR;Tierras del destino (Curtido);Trafagohueso vena espiritual;1;25.0
Paolumu;MR;Tierras del destino (Curtido);Esquirla de gema vena espiritual;1;21.0
Gran Girros;LR;Quitar;Escama de Gran Girros;1;100.0
Gran Girros;LR;Cotado / Captura;Escama de Gran Girros;1;31.0
Gran Girros;LR;Cotado / Captura;Piel de Gran Girros;1;24.0
Gran Girros;LR;Cotado / Captura;Colmillo de Gran Girros;1;18.0
Gran Girros;LR;Cotado / Captura;Capucha de Gran Girros;1;15.0
Gran Girros;LR;Cotado / Captura;Cola de Gran Girros;1;12.0
Gran Girros;LR;Romper: Cabeza;Capucha de Gran Girros;1;75.0
Gran Girros;LR;Romper: Cabeza;Colmillo de Gran Girros;2;25.0
Gran Girros;LR;Romper: Pata delantera;Piel de Gran Girros;1;75.0
Gran Girros;LR;Romper: Pata delantera;Escama de Gran Girros;2;25.0
Gran Girros;LR;Destello brillante;Escama de Gran Girros;1;50.0
Gran Girros;LR;Destello brillante;Colmillo de Gran Girros;1;28.0
Gran Girros;LR;Destello brillante;Lágrima de wyvern;1;22.0
Gran Girros;LR;Cortado: cola;Cola de Gran Girros;1;80.0
Gran Girros;LR;Cortado: cola;Escama de Gran Girros;1;20.0
Gran Girros;LR;Camarada;Escama de Gran Girros;1;50.0
Gran Girros;LR;Camarada;Colmillo de Gran Girros;1;28.0
Gran Girros;LR;Camarada;Lágrima de wyvern;1;22.0
Gran Girros;LR;Cortabolsas;Escama de Gran Girros;1;42.0
Gran Girros;LR;Cortabolsas;Piel de Gran Girros;1;32.0
Gran Girros;LR;Cortabolsas;Colmillo de Gran Girros;1;26.0
Gran Girros;LR;Manto de bandido ;Escama grande;1;100.0
Gran Girros;LR;Investigación (Bronce);Piel de Gran Girros;1;26.0
Gran Girros;LR;Investigación (Bronce);Escama de Gran Girros;1;21.0
Gran Girros;LR;Investigación (Bronce);Vesícula paralizante;1;18.0
Gran Girros;LR;Investigación (Bronce);Colmillo de Gran Girros;1;16.0
